ticker,Expiry,Data,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1,1.01,1.02,1.03,1.04,1.05,1.06,1.07,1.08,1.09,1.1,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.18,1.19,1.2,1.21,1.22,1.23,1.24,1.25,1.26,1.27,1.28,1.29,1.3,1.31,1.32,1.33,1.34,1.35,1.36,1.37,1.38,1.39,1.4,1.41,1.42,1.43,1.44,1.45,1.46,1.47,1.48,1.49,1.5,source_file
AAPL,1/17/2025,18/10/2024,0.561396,0.551470195,0.541617901,0.531840053,0.522137584,0.512511426,0.502965771,0.493502777,0.484117067,0.474799474,0.465540285,0.456331977,0.447171447,0.438061736,0.429013248,0.420044462,0.411192398,0.402489946,0.393942995,0.385542107,0.377269773,0.369107123,0.361040084,0.353064989,0.345193642,0.337457824,0.32992775,0.32267237,0.315717743,0.309064504,0.302694791,0.296579582,0.290686412,0.284987493,0.279468221,0.274136085,0.269038127,0.264226187,0.259720546,0.255524656,0.25162686,0.248003096,0.244620602,0.24144262,0.238434092,0.235568352,0.232842456,0.230251359,0.227764986,0.225346357,0.222960933,0.220584163,0.218207237,0.215841025,0.213518218,0.211293675,0.209263794,0.207521274,0.206103545,0.205008749,0.204203325,0.203630998,0.203223188,0.20291082,0.202637543,0.202374364,0.202125528,0.201908077,0.201743005,0.201665425,0.201716457,0.201935993,0.202356325,0.202996646,0.20385842,0.204921625,0.20611969,0.207393881,0.208746697,0.210213542,0.211846855,0.213701497,0.215821384,0.21822738,0.220906439,0.223802002,0.226791363,0.229747679,0.232598321,0.235300916,0.237841078,0.240228137,0.242488868,0.24465923,0.246774096,0.248854998,0.250895863,0.252882851,0.254814008,0.256687376,0.258501,AAPL_iv_smile_wide.csv
AAPL,1/17/2025,18/12/2024,0.851742,0.840418627,0.828807542,0.816916592,0.804753625,0.792326491,0.779658229,0.76676328,0.753621128,0.740192405,0.726432998,0.712306153,0.697792587,0.682898587,0.667662122,0.652156945,0.636514059,0.620862268,0.605270528,0.589771431,0.574368372,0.559043973,0.543769789,0.528517263,0.513269971,0.498037113,0.482900103,0.4679309,0.453110681,0.438379728,0.423665729,0.408908327,0.394079923,0.379202718,0.364362019,0.349715781,0.335579268,0.322244715,0.309791948,0.298173926,0.287264557,0.276905095,0.26694913,0.257306169,0.247983793,0.239128412,0.23115639,0.224492279,0.219279693,0.215489886,0.212955767,0.211411901,0.210540512,0.210023477,0.209600307,0.209132132,0.208599808,0.208054795,0.207627928,0.207546765,0.208075468,0.209461815,0.211891335,0.215448575,0.220085488,0.22559696,0.231530529,0.237443522,0.243134371,0.248530376,0.253653621,0.258584617,0.263423684,0.268250058,0.273078734,0.27781504,0.282143711,0.28573084,0.288450368,0.290297056,0.291364892,0.291820708,0.291873034,0.291736173,0.291589502,0.291532,0.291532,0.291532,0.291532,0.291532,0.291532,0.291532,0.291532,0.291532,0.291532,0.291532,0.291532,0.291532,0.291532,0.291532,0.291532,AAPL_iv_smile_wide.csv
AAPL,1/17/2025,19/07/2024,0.393741,0.386183809,0.378864286,0.371815055,0.365068739,0.358657962,0.352623818,0.347009631,0.341840988,0.337123505,0.332842396,0.328963863,0.325438286,0.322205236,0.319200289,0.31636366,0.313645005,0.310998386,0.30838336,0.30577282,0.30315332,0.300524178,0.297895362,0.295284155,0.292710601,0.290191733,0.287735828,0.285347549,0.283033117,0.280795779,0.278635708,0.276550192,0.274534098,0.272580609,0.270682246,0.26883216,0.267025807,0.26525901,0.263526325,0.261822812,0.260144685,0.258489753,0.256857651,0.25524986,0.253669522,0.252121042,0.250614336,0.249156283,0.247742281,0.246361544,0.245001455,0.243651343,0.242305662,0.240966591,0.239646039,0.238367072,0.237174272,0.236111057,0.235194424,0.234423828,0.233785014,0.233254369,0.232803783,0.232406033,0.23204067,0.231700434,0.231394888,0.23113943,0.230948242,0.230838886,0.23082865,0.230931536,0.231155893,0.231502699,0.231964497,0.232524961,0.233152865,0.233818637,0.234510581,0.235228048,0.235978483,0.23677428,0.237629461,0.238556164,0.239560937,0.240640864,0.241776889,0.242948054,0.244145058,0.245363731,0.246604296,0.24787038,0.249167784,0.250502997,0.251881466,0.253305612,0.254772606,0.256278447,0.257821429,0.259399848,0.261012,AAPL_iv_smile_wide.csv
AAPL,1/17/2025,23/01/2024,0.365974,0.361566871,0.357233643,0.352976956,0.348799449,0.344703762,0.340692992,0.336770576,0.332939043,0.329199549,0.325551599,0.32199295,0.318519715,0.315126645,0.311807607,0.308556245,0.305365892,0.302230517,0.299145916,0.296109598,0.293120392,0.290178014,0.287282579,0.284434077,0.281631793,0.278873688,0.276155172,0.273471353,0.270819436,0.268197708,0.265605361,0.263042269,0.260508714,0.258005068,0.25553143,0.253087211,0.250669947,0.248277305,0.245909126,0.243566216,0.241249724,0.238960586,0.236699062,0.234464337,0.232254208,0.230064848,0.227893318,0.225734209,0.223576549,0.22140731,0.219215004,0.216992519,0.214739236,0.21246238,0.210177645,0.207909066,0.205693747,0.20356804,0.201552698,0.199657084,0.197880459,0.196213908,0.194642911,0.193150559,0.191721402,0.190345947,0.189027712,0.187771966,0.186574783,0.185429731,0.184329547,0.183267586,0.182239062,0.181242077,0.180278435,0.179354243,0.178484974,0.177684661,0.176954705,0.176289135,0.175677555,0.175107979,0.17456953,0.174055015,0.173563372,0.17310199,0.172693855,0.17236202,0.172113818,0.171947784,0.171855923,0.171826156,0.171844927,0.171899979,0.171983301,0.17209425,0.172242832,0.172440646,0.172694544,0.173011378,0.173398,AAPL_iv_smile_wide.csv
ISP,6/20/2025,20/12/2024,0.556412,0.536941887,0.518108857,0.500027671,0.482813092,0.46657988,0.451469853,0.437634573,0.42516961,0.414103195,0.404391769,0.395922395,0.388522057,0.381973842,0.37603999,0.370491833,0.365135207,0.359782852,0.354249765,0.348393053,0.342125854,0.335424102,0.328326149,0.320925236,0.313354823,0.305766769,0.298335004,0.291210984,0.284477339,0.278157511,0.272229711,0.26664234,0.261330899,0.256236364,0.251325053,0.246609954,0.242200515,0.238211529,0.234667196,0.231545662,0.228793023,0.226337683,0.224105042,0.222032543,0.220085047,0.218270564,0.216620513,0.215201448,0.214137621,0.213587746,0.213703002,0.214592842,0.216298597,0.218774885,0.221878816,0.225367,0.22884172,0.231909753,0.234348941,0.236058547,0.237047448,0.237415003,0.237324587,0.236969797,0.236533324,0.2361385,0.235777092,0.235420784,0.235129051,0.234980835,0.235058501,0.23543424,0.236158907,0.237253306,0.238701922,0.240449086,0.242391002,0.244419501,0.246458654,0.248453013,0.250372262,0.252212939,0.253997216,0.25576875,0.257585592,0.259510171,0.261568793,0.263794427,0.266286187,0.269178856,0.272618633,0.27674204,0.281657992,0.287433031,0.294079718,0.301548181,0.309720835,0.318479849,0.327738718,0.337410937,0.34741,ISP_iv_smile_wide.csv
ISP,6/20/2025,21/03/2025,0.663335,0.65385916,0.643884089,0.63343176,0.622524146,0.611183221,0.599511239,0.587560167,0.575196016,0.562191707,0.54830734,0.533357879,0.517268244,0.50011581,0.482160321,0.463861212,0.445988205,0.42931604,0.414298268,0.401161,0.389917029,0.380395731,0.37228874,0.365211387,0.358779921,0.352704495,0.346889988,0.341292839,0.335797692,0.330315913,0.324792998,0.319211811,0.313591646,0.30798312,0.302458898,0.297100239,0.29199809,0.287230931,0.282839327,0.278828675,0.275176103,0.271838616,0.268762462,0.265893737,0.263190218,0.260634426,0.258259141,0.256100343,0.254151528,0.252389199,0.250780583,0.249290835,0.247889702,0.246557676,0.245291603,0.244109782,0.243061296,0.242198425,0.241551679,0.241139997,0.240970223,0.2410377,0.241327983,0.241819676,0.242488387,0.243311805,0.244221524,0.245176956,0.246257582,0.247619116,0.249450697,0.251936528,0.255221961,0.259384033,0.264406452,0.270159026,0.2763445,0.282661458,0.288948223,0.295117225,0.301145239,0.307059813,0.312921873,0.318804503,0.324767905,0.330830535,0.336929827,0.342985337,0.348963181,0.354843484,0.360619359,0.36629495,0.371882548,0.377398766,0.382859792,0.388275696,0.393643823,0.398957905,0.404217154,0.409420782,0.414568,ISP_iv_smile_wide.csv
ISP,6/20/2025,21/05/2025,0.555631,0.555631,0.555631,0.555631,0.555631,0.555631,0.555757452,0.556070564,0.556340884,0.556174862,0.555125982,0.552791466,0.54889455,0.543352333,0.536329187,0.528275753,0.520073054,0.51261221,0.50638455,0.501630026,0.498357988,0.49638406,0.495383142,0.494958509,0.494727044,0.494420571,0.494387111,0.49483259,0.494982342,0.493570053,0.489180692,0.480547668,0.466804202,0.447688925,0.423705692,0.39623761,0.367998762,0.341705614,0.318808356,0.29998546,0.285240506,0.274040024,0.265492352,0.258567505,0.252358062,0.246381066,0.240983857,0.236687607,0.233541316,0.231478926,0.230345344,0.229925615,0.229977254,0.230265718,0.230603046,0.230889642,0.23112146,0.231337669,0.231605052,0.232037919,0.232763639,0.233892943,0.235494982,0.237577146,0.240069646,0.242814858,0.245513265,0.247866348,0.249723186,0.25102875,0.251810849,0.252162226,0.252217832,0.252127262,0.252022363,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,0.25198,ISP_iv_smile_wide.csv
ISP,6/20/2025,25/06/2024,0.391149,0.384430435,0.377830808,0.371354724,0.365006785,0.358791595,0.35272077,0.346802201,0.341027701,0.335380056,0.329839241,0.32438783,0.31901557,0.313723147,0.308525116,0.303452019,0.298560888,0.29390922,0.289526743,0.28542415,0.281594978,0.278018623,0.274664508,0.271497386,0.268483783,0.265599591,0.262839776,0.260202918,0.257677371,0.255250994,0.252912691,0.250653599,0.248467928,0.246353443,0.244311603,0.242347339,0.240473795,0.238701407,0.237027186,0.235440492,0.233927032,0.232472489,0.231065785,0.229701964,0.228384713,0.227128506,0.225965924,0.224930744,0.224039182,0.223295482,0.222692604,0.222213745,0.221834716,0.221527161,0.221262622,0.221017446,0.220778159,0.220533061,0.22026642,0.219965153,0.219620362,0.219228245,0.218790406,0.218313522,0.217808418,0.2172885,0.216768951,0.216264235,0.215785697,0.215341042,0.214933883,0.214563717,0.214226328,0.213914614,0.213619836,0.213333298,0.213050981,0.212767613,0.212470978,0.212147128,0.211783984,0.211374155,0.210916991,0.210419864,0.209898672,0.209377581,0.208884732,0.208450619,0.208110132,0.20790017,0.207854858,0.208001806,0.208359425,0.208935302,0.209725618,0.210715625,0.211881176,0.213199523,0.214652432,0.216221669,0.217889,ISP_iv_smile_wide.csv
NVDA,1/17/2025,18/10/2024,0.730153,0.719860822,0.709812134,0.700022311,0.690506723,0.681280744,0.672370326,0.663797896,0.65556215,0.647645333,0.640020162,0.632656371,0.6255269,0.618613707,0.611913221,0.605441427,0.599251075,0.593394586,0.58788582,0.582716566,0.577862407,0.573288954,0.568958475,0.564836896,0.560901198,0.557147184,0.553611224,0.550328261,0.547290517,0.544470208,0.541829412,0.539329109,0.536937414,0.534636985,0.532431625,0.530352052,0.528477044,0.526886732,0.525611667,0.524650427,0.523974223,0.523533036,0.523263321,0.523097244,0.522973484,0.522849569,0.522721398,0.522587381,0.522418258,0.522179949,0.521840672,0.521376651,0.520776422,0.520043717,0.519198953,0.518279299,0.517345098,0.516455784,0.515646886,0.514937525,0.514331675,0.513820499,0.513385756,0.513004296,0.512653618,0.512318514,0.51199983,0.511701716,0.511419379,0.511147139,0.510879757,0.510613501,0.510346944,0.510081502,0.509821707,0.509575212,0.509354224,0.509170881,0.50903238,0.508942235,0.508900451,0.508903962,0.508947346,0.509023802,0.509126405,0.509249622,0.509387628,0.509536725,0.509699659,0.509884609,0.510102943,0.510367069,0.510688412,0.511075499,0.511532155,0.512055815,0.512635946,0.513261381,0.513924569,0.514617959,0.515334,NVDA_iv_smile_wide.csv
NVDA,1/17/2025,18/12/2024,0.975536,0.958033052,0.940809503,0.923874651,0.90723779,0.890908216,0.874901357,0.859230695,0.843895978,0.828887292,0.814188956,0.799783246,0.785653947,0.771789727,0.758187351,0.744854706,0.731833387,0.719155885,0.706803178,0.694730582,0.682885011,0.671220027,0.659708654,0.648353959,0.637197415,0.626325029,0.615909867,0.60611789,0.597007407,0.588569253,0.580745537,0.57344934,0.566585373,0.560071597,0.553861799,0.547969122,0.542524034,0.537661606,0.53340538,0.529721355,0.526535037,0.523749038,0.521261224,0.518983393,0.516860513,0.51489049,0.513165448,0.511784478,0.510767947,0.510097658,0.509725312,0.509582091,0.50958937,0.509670543,0.509763983,0.509837118,0.509889247,0.509932127,0.509985866,0.510088839,0.510288721,0.510634267,0.511167808,0.511918502,0.512896308,0.514086697,0.515428134,0.516862982,0.518387023,0.520024689,0.521817949,0.523815605,0.526062976,0.52859199,0.531411667,0.534499005,0.537775593,0.541162655,0.544632366,0.548181858,0.551825513,0.555587103,0.55949177,0.563557847,0.567788528,0.572163376,0.576623173,0.581103969,0.585570158,0.590000152,0.59438556,0.598729376,0.603043187,0.607343399,0.611646472,0.615963179,0.620291873,0.624627218,0.628969198,0.633317797,0.637673,NVDA_iv_smile_wide.csv
NVDA,1/17/2025,19/07/2024,0.608555,0.603062633,0.597742456,0.592617753,0.587711808,0.583047906,0.578659856,0.574579946,0.570817359,0.567362237,0.564190219,0.561267435,0.558555969,0.556019781,0.553631098,0.551377257,0.549270724,0.547327728,0.54554875,0.543928649,0.542457181,0.54111985,0.539899126,0.538775992,0.537731852,0.536750783,0.535825161,0.534945433,0.534092389,0.533245245,0.532386375,0.531504961,0.530599576,0.529679682,0.528766064,0.527890179,0.527093448,0.526420383,0.525910157,0.525593733,0.525488702,0.525596138,0.525899472,0.52636539,0.526946746,0.5275875,0.528221222,0.528784591,0.529233603,0.529543054,0.529705972,0.529731595,0.529641898,0.529466648,0.529237013,0.528977709,0.528701323,0.528414152,0.528121065,0.52782115,0.527509982,0.527181799,0.526831588,0.526457098,0.526060752,0.525651482,0.525250036,0.524877546,0.524543627,0.524251225,0.523997951,0.523777643,0.523582153,0.523403369,0.523235452,0.523077309,0.522936041,0.522820441,0.522734488,0.522680216,0.522657526,0.522664208,0.522696169,0.522747893,0.5228131,0.522885631,0.522959606,0.523029775,0.523092423,0.523145721,0.52318949,0.523224864,0.523253852,0.523278802,0.523301762,0.523323744,0.523343883,0.523360871,0.523374214,0.523383422,0.523388,NVDA_iv_smile_wide.csv
NVDA,1/17/2025,23/01/2024,0.478131,0.475174707,0.472284422,0.469463882,0.466716825,0.464046991,0.461459487,0.4589594,0.456548852,0.454227253,0.45199168,0.449837392,0.44775848,0.44574865,0.443802142,0.441914775,0.440085346,0.438313151,0.436595792,0.434930621,0.433314942,0.43174618,0.430222027,0.428740546,0.427300261,0.425900199,0.424540093,0.423219634,0.421937874,0.420693552,0.419485178,0.418311124,0.417169717,0.416059338,0.41497853,0.413926104,0.412901417,0.411903764,0.410931897,0.409984407,0.409059898,0.408157138,0.407275164,0.406413377,0.405571583,0.404750018,0.403949387,0.403170485,0.402413821,0.40167965,0.400967846,0.400277838,0.399608594,0.398958659,0.398326247,0.397709381,0.397106098,0.396514355,0.395932073,0.395357434,0.394789118,0.394226457,0.3936695,0.393119003,0.392576331,0.392043285,0.391522286,0.391015549,0.390524208,0.390048541,0.389588131,0.389142056,0.388709111,0.388288063,0.387877941,0.387478357,0.387090441,0.386715198,0.386351867,0.385998926,0.385654611,0.385317372,0.384986251,0.384661206,0.384343354,0.38403515,0.383741607,0.383467563,0.383214754,0.382982944,0.382770425,0.382574552,0.382392324,0.382221007,0.38205879,0.381905491,0.381763297,0.381634757,0.381521366,0.381424615,0.381346,NVDA_iv_smile_wide.csv
